|MJD|counts_target|counts_bkg|counts_ref|count_median|folder|path_file
410|59410.6839349|33625.597229988925|214215.14266832088|23986.69491774615|655.0|210715B|./210715B/barnards/210715B_barnards_0411.fit
411|59410.6840321|35140.02930378067|213995.91799645772|24346.26365757326|655.0|210715B|./210715B/barnards/210715B_barnards_0412.fit
412|59410.6841293|37066.781751712086|214117.15372205578|24696.804219018726|655.0|210715B|./210715B/barnards/210715B_barnards_0413.fit
413|59410.6842265|39544.344358040515|213724.8328166611|25061.33286447043|655.0|210715B|./210715B/barnards/210715B_barnards_0414.fit
414|59410.6843237|39853.25876745625|213929.30371535278|24605.07560622564|655.0|210715B|./210715B/barnards/210715B_barnards_0415.fit
415|59410.684421|39893.419052008365|214277.0750670482|24528.99312640581|655.0|210715B|./210715B/barnards/210715B_barnards_0416.fit
416|59410.6845182|44334.083535352256|214149.54869845236|24924.21350595815|655.0|210715B|./210715B/barnards/210715B_barnards_0417.fit
417|59410.6846154|45321.83384590765|213735.80146881862|25091.535936662985|654.0|210715B|./210715B/barnards/210715B_barnards_0418.fit
418|59410.6847126|45938.410180410196|213936.84928617987|24998.80868535128|654.0|210715B|./210715B/barnards/210715B_barnards_0419.fit
419|59410.6848099|48060.295162069146|213693.3621904521|25317.97382302076|654.0|210715B|./210715B/barnards/210715B_barnards_0420.fit
420|59410.6849071|48480.65814693217|214145.2065892626|24892.167838456284|655.0|210715B|./210715B/barnards/210715B_barnards_0421.fit
421|59410.6850043|48236.038558765315|214221.10230934783|25531.676511586644|655.0|210715B|./210715B/barnards/210715B_barnards_0422.fit
422|59410.6851016|48434.13406488468|213594.4389879285|25251.658146229573|654.0|210715B|./210715B/barnards/210715B_barnards_0423.fit
423|59410.6851987|48430.56375021083|214114.1883484566|24895.51979252303|654.0|210715B|./210715B/barnards/210715B_barnards_0424.fit
424|59410.6852959|49229.01071361982|213814.70355452556|24985.1027110024|654.0|210715B|./210715B/barnards/210715B_barnards_0425.fit
425|59410.6853932|49385.359045787074|213854.6965099302|25416.174889017304|654.0|210715B|./210715B/barnards/210715B_barnards_0426.fit
426|59410.6854904|49423.34755891026|214140.29642515443|25515.555824008246|655.0|210715B|./210715B/barnards/210715B_barnards_0427.fit
427|59410.6855876|49372.135018625006|214520.71162336454|24685.128941478324|655.0|210715B|./210715B/barnards/210715B_barnards_0428.fit
428|59410.6856849|49485.63715405803|214259.28714812506|25542.76694714802|655.0|210715B|./210715B/barnards/210715B_barnards_0429.fit
429|59410.6857821|50266.39969649789|213884.16998673772|25514.601923373237|655.0|210715B|./210715B/barnards/210715B_barnards_0430.fit
430|59410.6858793|50220.41122934705|213933.59820388193|25564.232283972495|655.0|210715B|./210715B/barnards/210715B_barnards_0431.fit
431|59410.6859765|50273.923351623554|213335.54983613818|25584.387925202784|653.0|210715B|./210715B/barnards/210715B_barnards_0432.fit
432|59410.6860737|50255.293181086134|213472.94190922996|25455.293655364832|653.0|210715B|./210715B/barnards/210715B_barnards_0433.fit
433|59410.686171|49904.322424981016|213418.8856284958|25163.306606230413|653.0|210715B|./210715B/barnards/210715B_barnards_0434.fit
434|59410.6862682|49914.74929969123|213442.13319228898|25130.817828298605|653.0|210715B|./210715B/barnards/210715B_barnards_0435.fit
435|59410.6863654|49786.763177958725|213302.15925483272|25506.762584393902|653.0|210715B|./210715B/barnards/210715B_barnards_0436.fit
436|59410.6864626|50699.77395702241|213004.5743269758|25349.395508082584|653.0|210715B|./210715B/barnards/210715B_barnards_0437.fit
437|59410.6865599|50339.14955481162|213900.87953220968|24761.632411493163|654.0|210715B|./210715B/barnards/210715B_barnards_0438.fit
438|59410.6866571|49949.35119790136|213281.50956345187|25056.018386312557|653.0|210715B|./210715B/barnards/210715B_barnards_0439.fit
439|59410.6867543|50461.42443667678|213135.8768400296|25452.912656870438|653.0|210715B|./210715B/barnards/210715B_barnards_0440.fit
440|59410.6868516|50961.15750845708|212903.30590978207|25415.033221415884|653.0|210715B|./210715B/barnards/210715B_barnards_0441.fit
441|59410.6869487|50326.27286535379|213060.1778137184|25268.56020431139|652.0|210715B|./210715B/barnards/210715B_barnards_0442.fit
442|59410.6870459|50494.97142399638|213087.7836616903|24929.163134521426|652.0|210715B|./210715B/barnards/210715B_barnards_0443.fit
443|59410.6871432|50401.79330218356|213136.16464269202|25266.65328776106|652.0|210715B|./210715B/barnards/210715B_barnards_0444.fit
444|59410.6872404|50302.41142515623|213107.2605688179|25108.61545070389|652.0|210715B|./210715B/barnards/210715B_barnards_0445.fit
445|59410.6873376|49874.67154167153|212913.63561598482|25758.676479873364|652.0|210715B|./210715B/barnards/210715B_barnards_0446.fit
446|59410.687436|49823.03868899343|213131.11406832002|23882.23179613799|651.0|210715B|./210715B/barnards/210715B_barnards_0447.fit
447|59410.6875333|50107.02501590704|212660.9324049868|25738.58606856488|652.0|210715B|./210715B/barnards/210715B_barnards_0448.fit
448|59410.6876304|50133.97863100091|212887.88745945715|25104.716164166486|652.0|210715B|./210715B/barnards/210715B_barnards_0449.fit
449|59410.6877277|50431.57197328523|212717.33506216883|25013.490243829932|652.0|210715B|./210715B/barnards/210715B_barnards_0450.fit
450|59410.6878249|50362.601771860034|212705.30786499422|25304.05908968061|652.0|210715B|./210715B/barnards/210715B_barnards_0451.fit
451|59410.6879221|50904.634721759154|212757.69289523413|25148.62844616262|651.0|210715B|./210715B/barnards/210715B_barnards_0452.fit
452|59410.6880193|49490.07014170676|212981.6712024321|25281.97987250681|651.0|210715B|./210715B/barnards/210715B_barnards_0453.fit
453|59410.6881166|50791.02139975727|212422.38393384646|25414.603910237784|651.0|210715B|./210715B/barnards/210715B_barnards_0454.fit
454|59410.6882138|49818.52464606601|212841.68051765603|24985.358956501528|651.0|210715B|./210715B/barnards/210715B_barnards_0455.fit
455|59410.688311|50360.75169432859|212519.23881297177|25024.920799499698|651.0|210715B|./210715B/barnards/210715B_barnards_0456.fit
456|59410.6884083|50539.65538247672|212782.79693146198|25318.765186277014|652.0|210715B|./210715B/barnards/210715B_barnards_0457.fit
457|59410.6885055|49887.13360546899|212548.20279847822|24748.76593176124|651.0|210715B|./210715B/barnards/210715B_barnards_0458.fit
458|59410.6886027|49926.80855664372|212360.64555759763|25488.336402487184|651.0|210715B|./210715B/barnards/210715B_barnards_0459.fit
459|59410.6886999|50236.50065487769|212550.5482261213|25418.446468721784|651.0|210715B|./210715B/barnards/210715B_barnards_0460.fit
460|59410.6887971|49850.156942531|212600.11291683064|25017.98249337281|651.0|210715B|./210715B/barnards/210715B_barnards_0461.fit
461|59410.6888943|50039.317807410785|212627.60605994106|24980.40454879537|650.0|210715B|./210715B/barnards/210715B_barnards_0462.fit
462|59410.6889915|50034.33329050409|212311.34867252604|25330.92536614588|650.0|210715B|./210715B/barnards/210715B_barnards_0463.fit
463|59410.6890888|50459.65110277326|212118.61340870342|25249.13098372385|650.0|210715B|./210715B/barnards/210715B_barnards_0464.fit
464|59410.689186|49796.84669023275|212586.56547114276|24620.58686747207|650.0|210715B|./210715B/barnards/210715B_barnards_0465.fit
465|59410.6892832|49910.88178967452|212791.9248766355|25301.291754067584|651.0|210715B|./210715B/barnards/210715B_barnards_0466.fit
466|59410.6893805|49939.49573329513|212169.3884846811|25445.875541088928|650.0|210715B|./210715B/barnards/210715B_barnards_0467.fit
467|59410.6894777|49942.77069702346|212410.0971900707|25012.02768792174|650.0|210715B|./210715B/barnards/210715B_barnards_0468.fit
468|59410.6895749|50587.214572879195|211975.10328850982|25275.65995012375|650.0|210715B|./210715B/barnards/210715B_barnards_0469.fit
469|59410.6896721|50275.099376033904|212230.80222346968|24853.753921455587|650.0|210715B|./210715B/barnards/210715B_barnards_0470.fit
470|59410.6897693|49886.94776069626|212182.207276055|25029.14238523756|650.0|210715B|./210715B/barnards/210715B_barnards_0471.fit
471|59410.6898666|50389.740198830405|212166.1413514906|24768.636846790178|649.0|210715B|./210715B/barnards/210715B_barnards_0472.fit
472|59410.6899638|50061.221899342374|211964.18317698588|24700.122132620134|649.0|210715B|./210715B/barnards/210715B_barnards_0473.fit
473|59410.6900622|49952.29062731675|211943.17318456515|24211.452384254546|649.0|210715B|./210715B/barnards/210715B_barnards_0474.fit
474|59410.6901594|50333.71807161084|211750.3430845834|25378.25932114382|649.0|210715B|./210715B/barnards/210715B_barnards_0475.fit
475|59410.6902566|50353.55795095925|211714.0707082086|25058.342765189154|649.0|210715B|./210715B/barnards/210715B_barnards_0476.fit
476|59410.6903538|50432.86163426895|211406.86892229383|25349.513339296856|649.0|210715B|./210715B/barnards/210715B_barnards_0477.fit
477|59410.6904511|50142.24078110876|211411.17859306544|25059.291315895185|649.0|210715B|./210715B/barnards/210715B_barnards_0478.fit
478|59410.6905483|50012.524880798126|211790.1294259715|24931.62254969639|648.0|210715B|./210715B/barnards/210715B_barnards_0479.fit
479|59410.6906455|50293.085208452016|211959.72585895035|24681.93358377053|649.0|210715B|./210715B/barnards/210715B_barnards_0480.fit
480|59410.6907427|49891.18694378421|211286.16751328163|25208.858963340608|648.0|210715B|./210715B/barnards/210715B_barnards_0481.fit
481|59410.6908399|49647.92095266393|211683.71612454404|24569.29603684359|648.0|210715B|./210715B/barnards/210715B_barnards_0482.fit
482|59410.6909372|49833.397966275195|211510.24319300408|24467.44034414561|648.0|210715B|./210715B/barnards/210715B_barnards_0483.fit
483|59410.6910344|49879.27778937327|211129.26467925604|25389.231056988472|648.0|210715B|./210715B/barnards/210715B_barnards_0484.fit
484|59410.6911317|50202.47261113679|211547.22253132082|24920.842322480952|648.0|210715B|./210715B/barnards/210715B_barnards_0485.fit
485|59410.6912289|50526.67899201653|211372.67733924114|24794.829563483305|648.0|210715B|./210715B/barnards/210715B_barnards_0486.fit
486|59410.691326|50505.70929937702|211357.71610107273|24866.75106049527|648.0|210715B|./210715B/barnards/210715B_barnards_0487.fit
487|59410.6914233|50193.139930998965|211234.6445526192|24848.32220897454|648.0|210715B|./210715B/barnards/210715B_barnards_0488.fit
488|59410.6915205|49508.75735794692|211643.0806501141|24436.265908310277|648.0|210715B|./210715B/barnards/210715B_barnards_0489.fit
489|59410.6916177|50518.91035786443|211220.42578276165|24695.90988782409|648.0|210715B|./210715B/barnards/210715B_barnards_0490.fit
490|59410.6917149|50267.109018094256|211192.08363934286|25320.87043107528|648.0|210715B|./210715B/barnards/210715B_barnards_0491.fit
491|59410.6918122|50186.08715286941|211439.4722174016|24715.747826159582|647.0|210715B|./210715B/barnards/210715B_barnards_0492.fit
492|59410.6919094|50032.021127444255|211236.83287689148|24911.68605880969|647.0|210715B|./210715B/barnards/210715B_barnards_0493.fit
493|59410.6920066|50283.61469894144|211061.42029404896|24850.561722812476|647.0|210715B|./210715B/barnards/210715B_barnards_0494.fit
494|59410.6921039|50354.714364197396|211059.049286378|24894.583649445936|647.0|210715B|./210715B/barnards/210715B_barnards_0495.fit
495|59410.6922011|50069.38764762689|211269.9188952407|24677.346451762947|647.0|210715B|./210715B/barnards/210715B_barnards_0496.fit
496|59410.6922983|50124.119772121194|211332.00413168065|25062.587250187353|647.0|210715B|./210715B/barnards/210715B_barnards_0497.fit
497|59410.6923955|50230.49177838009|211149.1565945648|24832.60603051327|647.0|210715B|./210715B/barnards/210715B_barnards_0498.fit
498|59410.6924927|51000.13188402733|210635.74820068298|25338.776789322146|647.0|210715B|./210715B/barnards/210715B_barnards_0499.fit
499|59410.69259|50464.34735281515|211030.1354617657|24830.904187057517|647.0|210715B|./210715B/barnards/210715B_barnards_0500.fit
500|59410.6926872|49852.20345851057|211263.76599775863|25100.749360844464|647.0|210715B|./210715B/barnards/210715B_barnards_0501.fit
501|59410.6927844|50258.44577281247|210790.62334353843|25209.38854149345|647.0|210715B|./210715B/barnards/210715B_barnards_0502.fit
502|59410.6928816|50271.336970953766|210754.3161987834|25195.25800015172|646.0|210715B|./210715B/barnards/210715B_barnards_0503.fit
503|59410.6929789|50333.62813109247|210952.5151508166|25347.331821655476|646.0|210715B|./210715B/barnards/210715B_barnards_0504.fit
504|59410.693076|50241.97641518997|210938.38116958237|24985.80338926142|646.0|210715B|./210715B/barnards/210715B_barnards_0505.fit
505|59410.6931733|50533.883031646896|211106.49367293395|25216.00604280777|646.0|210715B|./210715B/barnards/210715B_barnards_0506.fit
506|59410.6932706|50498.014629698795|210794.01907735685|25165.09841381776|647.0|210715B|./210715B/barnards/210715B_barnards_0507.fit
507|59410.6933677|50475.36961243325|210714.62934167392|24863.525294794876|646.0|210715B|./210715B/barnards/210715B_barnards_0508.fit
508|59410.6934649|49690.52249749008|211155.33700861645|24825.417993499752|646.0|210715B|./210715B/barnards/210715B_barnards_0509.fit
509|59410.6935622|50277.73987432534|211204.78376232705|24940.507548884547|646.0|210715B|./210715B/barnards/210715B_barnards_0510.fit
510|59410.6936594|50749.74693724155|211247.95063964403|24740.175367345655|647.0|210715B|./210715B/barnards/210715B_barnards_0511.fit
511|59410.6937566|50011.33772613123|210668.40183129377|25247.101582219184|646.0|210715B|./210715B/barnards/210715B_barnards_0512.fit
512|59410.6938539|50840.79390304262|210652.95094658318|24876.40522901906|645.0|210715B|./210715B/barnards/210715B_barnards_0513.fit
513|59410.6939511|50806.44884636585|210384.08635247237|25267.325429010845|645.0|210715B|./210715B/barnards/210715B_barnards_0514.fit
514|59410.6940483|50035.59822883952|210616.08405805245|24977.99570122274|645.0|210715B|./210715B/barnards/210715B_barnards_0515.fit
515|59410.6941455|49879.98987889718|210442.49760133465|25300.3065209263|645.0|210715B|./210715B/barnards/210715B_barnards_0516.fit
516|59410.6942427|49803.41633394384|210781.5148247034|25398.973249907576|645.0|210715B|./210715B/barnards/210715B_barnards_0517.fit
517|59410.69434|49905.3751020217|210544.02944930104|25335.983785119286|645.0|210715B|./210715B/barnards/210715B_barnards_0518.fit
518|59410.6944371|50159.14821156347|210399.90220024803|25353.254392095783|645.0|210715B|./210715B/barnards/210715B_barnards_0519.fit
519|59410.6945344|50110.4005394422|210510.32410429377|24872.56643853709|645.0|210715B|./210715B/barnards/210715B_barnards_0520.fit
520|59410.6946316|50279.5012168666|210393.94763734797|25060.738603502512|645.0|210715B|./210715B/barnards/210715B_barnards_0521.fit
521|59410.6947289|49630.674607969006|210585.71560813097|25024.850215812214|645.0|210715B|./210715B/barnards/210715B_barnards_0522.fit
522|59410.6948261|50413.71808250045|210440.16518925078|25302.10087500309|645.0|210715B|./210715B/barnards/210715B_barnards_0523.fit
523|59410.6949233|49918.29951081722|210589.24019694887|24665.798771614674|645.0|210715B|./210715B/barnards/210715B_barnards_0524.fit
524|59410.6950205|49514.93737798356|210536.61198847886|24656.154876065062|644.0|210715B|./210715B/barnards/210715B_barnards_0525.fit
525|59410.6951177|49793.65187169012|210659.9698483626|24466.17616644682|645.0|210715B|./210715B/barnards/210715B_barnards_0526.fit
526|59410.6952149|50149.032943998114|210695.83004508022|25033.179126289266|646.0|210715B|./210715B/barnards/210715B_barnards_0527.fit
527|59410.6953122|50484.458124303375|210373.73212033528|25150.689815083868|644.0|210715B|./210715B/barnards/210715B_barnards_0528.fit
528|59410.6954094|50568.065541559685|210032.69171149933|25263.071870725573|644.0|210715B|./210715B/barnards/210715B_barnards_0529.fit
529|59410.6955066|50099.38483819904|210461.36838023842|24892.263148694183|644.0|210715B|./210715B/barnards/210715B_barnards_0530.fit
530|59410.6956038|50113.9924280048|210379.37147694838|25225.42730602564|644.0|210715B|./210715B/barnards/210715B_barnards_0531.fit
531|59410.6957011|50439.87952558993|210476.56629995466|24773.302018533985|644.0|210715B|./210715B/barnards/210715B_barnards_0532.fit
532|59410.6957983|49963.20756732969|210344.99427175493|25066.149101723742|644.0|210715B|./210715B/barnards/210715B_barnards_0533.fit
533|59410.6958955|49861.91330341398|210323.18815107568|24743.072178712056|644.0|210715B|./210715B/barnards/210715B_barnards_0534.fit
534|59410.6959927|50577.9822441632|210236.8468308302|25083.640193719068|644.0|210715B|./210715B/barnards/210715B_barnards_0535.fit
535|59410.6960899|50175.08014559143|210391.20243977444|25002.76047300166|644.0|210715B|./210715B/barnards/210715B_barnards_0536.fit
536|59410.6961871|49900.86094150145|210355.85898290505|25276.254622831475|644.0|210715B|./210715B/barnards/210715B_barnards_0537.fit
537|59410.6962844|50136.05772395735|210322.2123086971|24968.637243905774|644.0|210715B|./210715B/barnards/210715B_barnards_0538.fit
538|59410.6963816|50024.7376965782|209900.5701495998|25369.34910500495|643.0|210715B|./210715B/barnards/210715B_barnards_0539.fit
539|59410.6964788|50965.0478888925|210031.89598007817|25206.883743931277|643.0|210715B|./210715B/barnards/210715B_barnards_0540.fit
540|59410.6965761|50323.31310033004|209896.08702471256|25204.687307985034|643.0|210715B|./210715B/barnards/210715B_barnards_0541.fit
541|59410.6966733|49987.28234605334|209898.07974649468|25021.649938498624|643.0|210715B|./210715B/barnards/210715B_barnards_0542.fit
542|59410.6967705|50395.706596717355|209738.57457748218|25551.67870202064|643.0|210715B|./210715B/barnards/210715B_barnards_0543.fit
543|59410.6968677|50263.90773396229|210311.77604466106|25069.405299080303|644.0|210715B|./210715B/barnards/210715B_barnards_0544.fit
544|59410.696965|49702.70415161608|209887.92149828235|24950.693376916985|642.0|210715B|./210715B/barnards/210715B_barnards_0545.fit
545|59410.6970622|50126.40964814316|210296.33374099917|24634.374518639524|643.0|210715B|./210715B/barnards/210715B_barnards_0546.fit
546|59410.6971593|50553.701718264085|209522.11855775985|25524.951163516496|642.0|210715B|./210715B/barnards/210715B_barnards_0547.fit
547|59410.6972566|50199.209739704675|209696.2119052246|24909.90677697686|642.0|210715B|./210715B/barnards/210715B_barnards_0548.fit
548|59410.6973538|50312.489201112854|209434.69072849042|25286.420776027604|642.0|210715B|./210715B/barnards/210715B_barnards_0549.fit
549|59410.6974511|50159.76442412194|209716.751379997|24534.801548011543|642.0|210715B|./210715B/barnards/210715B_barnards_0550.fit
550|59410.6975483|49456.99081879671|209801.75123375488|24792.418050478795|642.0|210715B|./210715B/barnards/210715B_barnards_0551.fit
551|59410.6976455|50278.722586259915|209433.48503451791|25530.729105800303|642.0|210715B|./210715B/barnards/210715B_barnards_0552.fit
552|59410.6977428|50816.61666120522|209199.40761596433|24924.724580858106|642.0|210715B|./210715B/barnards/210715B_barnards_0553.fit
553|59410.6978399|50105.10931228215|209363.51367864283|25235.208606445958|642.0|210715B|./210715B/barnards/210715B_barnards_0554.fit
554|59410.6979372|50423.05210327986|209022.17489259987|25782.43445345841|641.0|210715B|./210715B/barnards/210715B_barnards_0555.fit
555|59410.6980344|50694.05891965484|208988.81583543037|25082.910876274254|641.0|210715B|./210715B/barnards/210715B_barnards_0556.fit
556|59410.6981316|50071.776917045645|209399.96557349668|25023.19130112321|641.0|210715B|./210715B/barnards/210715B_barnards_0557.fit
557|59410.6982288|50538.10190714433|209326.63489314532|24917.98127845212|641.0|210715B|./210715B/barnards/210715B_barnards_0558.fit
558|59410.6983261|49497.70021622619|209464.74199625896|24862.096802360727|641.0|210715B|./210715B/barnards/210715B_barnards_0559.fit
559|59410.6984233|49884.70990749923|209301.65145957307|24834.882170637953|641.0|210715B|./210715B/barnards/210715B_barnards_0560.fit
560|59410.6985205|49940.08662179342|209335.80279991173|24735.461500057456|641.0|210715B|./210715B/barnards/210715B_barnards_0561.fit
561|59410.6986177|50050.94329197999|209318.78621335927|24624.814251225092|641.0|210715B|./210715B/barnards/210715B_barnards_0562.fit
562|59410.698715|49733.88140227005|209315.75782380003|24520.956657125178|641.0|210715B|./210715B/barnards/210715B_barnards_0563.fit
563|59410.6988122|49858.045866544766|209162.9350916926|24615.189258863684|641.0|210715B|./210715B/barnards/210715B_barnards_0564.fit
564|59410.6989094|49651.627774070075|209152.48141716156|24192.249170636205|641.0|210715B|./210715B/barnards/210715B_barnards_0565.fit
565|59410.6990066|50060.450933347456|209009.33372168872|24331.780110315274|641.0|210715B|./210715B/barnards/210715B_barnards_0566.fit
566|59410.699105|49574.376428396004|208815.88088885826|23670.796201060846|640.0|210715B|./210715B/barnards/210715B_barnards_0567.fit
567|59410.6992022|49680.72807654241|209050.80746502202|24072.90683874226|640.0|210715B|./210715B/barnards/210715B_barnards_0568.fit
568|59410.6992995|48884.40016767531|209341.89888870463|24014.21903341668|641.0|210715B|./210715B/barnards/210715B_barnards_0569.fit
569|59410.6993967|49721.44464922545|208731.88533233246|23652.202792945493|640.0|210715B|./210715B/barnards/210715B_barnards_0570.fit
570|59410.6994939|48954.94460791716|209055.05918019754|22890.995482535713|640.0|210715B|./210715B/barnards/210715B_barnards_0571.fit
571|59410.6995911|49159.01185181487|209050.14101506973|22888.173969090014|640.0|210715B|./210715B/barnards/210715B_barnards_0572.fit
572|59410.6996883|49561.61442382159|208662.46933835186|22141.123618266167|640.0|210715B|./210715B/barnards/210715B_barnards_0573.fit
573|59410.6997856|49852.547941903875|208665.22843969095|22047.29095769493|640.0|210715B|./210715B/barnards/210715B_barnards_0574.fit
574|59410.6998827|49328.25553979221|208698.91973928828|22104.619433385553|640.0|210715B|./210715B/barnards/210715B_barnards_0575.fit
575|59410.69998|49778.415437376796|208578.2358580881|21477.099305535405|640.0|210715B|./210715B/barnards/210715B_barnards_0576.fit
576|59410.7000772|49476.230842632795|208581.05809313172|20944.45637014651|640.0|210715B|./210715B/barnards/210715B_barnards_0577.fit
577|59410.7001745|48519.86767378426|208691.32661844348|19605.83603021552|640.0|210715B|./210715B/barnards/210715B_barnards_0578.fit
578|59410.7002717|48982.61607035561|208774.4945673122|20175.65390948241|640.0|210715B|./210715B/barnards/210715B_barnards_0579.fit
579|59410.7003689|48744.72530471999|209002.87311480238|19300.096500566025|641.0|210715B|./210715B/barnards/210715B_barnards_0580.fit
580|59410.7004662|48750.76152625657|208926.47164164472|19055.059861948277|641.0|210715B|./210715B/barnards/210715B_barnards_0581.fit
581|59410.7005633|48463.87233253516|209220.96674062207|18468.076319166372|641.0|210715B|./210715B/barnards/210715B_barnards_0582.fit
582|59410.7006605|48944.85754659629|209073.12203826848|18230.557166977727|641.0|210715B|./210715B/barnards/210715B_barnards_0583.fit
583|59410.7007578|48662.956912475405|209211.42890085146|17234.617221214954|641.0|210715B|./210715B/barnards/210715B_barnards_0584.fit
584|59410.700855|48216.925105026516|209026.9632065838|15597.658270497457|640.0|210715B|./210715B/barnards/210715B_barnards_0585.fit
585|59410.7009522|48101.55063593818|209083.3345396702|16038.289939852199|640.0|210715B|./210715B/barnards/210715B_barnards_0586.fit
586|59410.7010494|48762.786088368855|208883.44185631443|16323.526679701812|641.0|210715B|./210715B/barnards/210715B_barnards_0587.fit
587|59410.7011467|48131.77434639336|208926.98974110698|15572.791529435664|640.0|210715B|./210715B/barnards/210715B_barnards_0588.fit
588|59410.7012439|47718.09285990105|208373.60352250782|15871.347263495554|639.0|210715B|./210715B/barnards/210715B_barnards_0589.fit
589|59410.7013411|48097.28132162403|208285.84132706295|14992.680945027882|639.0|210715B|./210715B/barnards/210715B_barnards_0590.fit
590|59410.7014384|47907.19387973554|208439.668354031|14499.771804325399|639.0|210715B|./210715B/barnards/210715B_barnards_0591.fit
591|59410.7015356|48465.50142343232|208321.30604650546|15755.020249176421|639.0|210715B|./210715B/barnards/210715B_barnards_0592.fit
592|59410.7016328|48442.9286421304|208444.7858443159|15826.4739759051|639.0|210715B|./210715B/barnards/210715B_barnards_0593.fit
593|59410.70173|47804.426731098094|208689.1854472013|14417.612907858944|639.0|210715B|./210715B/barnards/210715B_barnards_0594.fit
594|59410.7018272|48104.043620284734|208357.1860557824|15187.519612987468|639.0|210715B|./210715B/barnards/210715B_barnards_0595.fit
595|59410.7019244|48081.51450740665|208423.51231491216|15257.170457014174|639.0|210715B|./210715B/barnards/210715B_barnards_0596.fit
596|59410.7020217|49130.59291116445|208273.0401448685|16478.179555122275|638.0|210715B|./210715B/barnards/210715B_barnards_0597.fit
597|59410.7021189|48533.33116404808|208873.82641400068|16625.01196400114|640.0|210715B|./210715B/barnards/210715B_barnards_0598.fit
598|59410.7022161|48823.09266330162|208616.61540346697|16798.95549679204|640.0|210715B|./210715B/barnards/210715B_barnards_0599.fit
599|59410.7023133|50246.96784179681|209111.188532784|24734.07456054946|640.0|210715B|./210715B/barnards/210715B_barnards_0600.fit
600|59410.7024106|49952.72160069563|208796.80736879737|25536.826298648346|640.0|210715B|./210715B/barnards/210715B_barnards_0601.fit
601|59410.7025078|50299.833678582305|208573.4623152834|25216.60250020391|640.0|210715B|./210715B/barnards/210715B_barnards_0602.fit
602|59410.702605|50241.2809392231|208942.4351797616|25107.735796140973|640.0|210715B|./210715B/barnards/210715B_barnards_0603.fit
603|59410.7027022|50572.239370558644|208711.502185684|25639.95561650829|640.0|210715B|./210715B/barnards/210715B_barnards_0604.fit
604|59410.7027994|50634.823980722984|208581.22926386193|25523.830896332714|639.0|210715B|./210715B/barnards/210715B_barnards_0605.fit
605|59410.7028967|50159.97890342347|208823.19051702332|25226.60568891687|639.0|210715B|./210715B/barnards/210715B_barnards_0606.fit
606|59410.7029939|50340.70186879154|207917.61794796045|25896.189379199146|638.0|210715B|./210715B/barnards/210715B_barnards_0607.fit
607|59410.7030911|50343.10761583768|207917.4606890264|25719.337848558614|638.0|210715B|./210715B/barnards/210715B_barnards_0608.fit
608|59410.7031884|50231.976021089795|208148.7610394559|25665.697815664753|638.0|210715B|./210715B/barnards/210715B_barnards_0609.fit
609|59410.7032855|50297.84127883974|208050.2688023634|25079.330069461023|638.0|210715B|./210715B/barnards/210715B_barnards_0610.fit
610|59410.7033827|50282.945955421514|207880.2605422454|25519.58907180786|638.0|210715B|./210715B/barnards/210715B_barnards_0611.fit
611|59410.70348|49781.622692716715|208043.10706671912|25327.777111946605|638.0|210715B|./210715B/barnards/210715B_barnards_0612.fit
612|59410.7035772|50697.31201844677|208056.93328026644|25381.574327968527|638.0|210715B|./210715B/barnards/210715B_barnards_0613.fit
613|59410.7036744|50771.08250041178|207908.44473572721|25409.96119453758|638.0|210715B|./210715B/barnards/210715B_barnards_0614.fit
614|59410.7037717|50808.60255623155|208012.82730783228|25311.7651954646|637.0|210715B|./210715B/barnards/210715B_barnards_0615.fit
615|59410.7038689|51178.65827369908|207919.08843933183|25458.811319718225|637.0|210715B|./210715B/barnards/210715B_barnards_0616.fit
616|59410.7039661|50557.232292593166|207615.64079122024|25650.820995760674|637.0|210715B|./210715B/barnards/210715B_barnards_0617.fit
617|59410.7040633|50433.51912107965|207851.35124477182|25814.937138496578|637.0|210715B|./210715B/barnards/210715B_barnards_0618.fit
618|59410.7041606|50517.385181955935|208041.2738385765|25117.69143376476|637.0|210715B|./210715B/barnards/210715B_barnards_0619.fit
619|59410.7042578|50928.70813661881|207729.0962522527|25565.884691284387|637.0|210715B|./210715B/barnards/210715B_barnards_0620.fit
620|59410.704355|50253.115055743314|207612.65835413546|25559.009853267053|637.0|210715B|./210715B/barnards/210715B_barnards_0621.fit
621|59410.7044522|50186.7870170566|207971.31570970872|25492.34023668006|637.0|210715B|./210715B/barnards/210715B_barnards_0622.fit
622|59410.7045494|50778.559258950525|207715.70110842798|25659.83318381608|637.0|210715B|./210715B/barnards/210715B_barnards_0623.fit
623|59410.7046466|50239.6718544428|207674.96510747407|25660.596488634823|637.0|210715B|./210715B/barnards/210715B_barnards_0624.fit
624|59410.7047439|50513.16677346121|207875.370863415|25086.989709238347|637.0|210715B|./210715B/barnards/210715B_barnards_0625.fit
625|59410.7048411|51094.24617116008|207594.51630265423|25799.600835086254|637.0|210715B|./210715B/barnards/210715B_barnards_0626.fit
626|59410.7049384|50525.79174484144|207614.07479118876|25456.493754105963|636.0|210715B|./210715B/barnards/210715B_barnards_0627.fit
627|59410.7050356|50394.791320400545|207602.05377605412|25780.675893271953|637.0|210715B|./210715B/barnards/210715B_barnards_0628.fit
