|MJD|counts_target|counts_bkg|counts_ref|count_median|folder|path_file
82|59410.6520448|51825.84867508378|223434.97727403848|25885.404462961742|682.0|210715B|./210715B/barnards/210715B_barnards_0083.fit
83|59410.652142|51890.934369043796|223165.1953592981|26135.441025073378|682.0|210715B|./210715B/barnards/210715B_barnards_0084.fit
84|59410.6522393|51222.75559418512|223265.00462995036|26080.567749284237|681.0|210715B|./210715B/barnards/210715B_barnards_0085.fit
85|59410.6523365|51503.919465399784|223436.61294201986|25647.129087732377|681.0|210715B|./210715B/barnards/210715B_barnards_0086.fit
86|59410.6524337|51435.92488617421|223236.29306562856|26225.063359885768|681.0|210715B|./210715B/barnards/210715B_barnards_0087.fit
87|59410.6525309|51613.74780846518|223242.81144655557|25714.479363325867|681.0|210715B|./210715B/barnards/210715B_barnards_0088.fit
88|59410.6526281|51540.45132124273|223363.27725704026|25748.969089241145|681.0|210715B|./210715B/barnards/210715B_barnards_0089.fit
89|59410.6527254|52308.644081508915|222919.17744367436|26712.635417285055|681.0|210715B|./210715B/barnards/210715B_barnards_0090.fit
90|59410.6528226|51788.74839109776|223176.1278790944|25925.538838243083|681.0|210715B|./210715B/barnards/210715B_barnards_0091.fit
91|59410.6529198|52401.978146400186|222708.24124632316|26555.061060561566|681.0|210715B|./210715B/barnards/210715B_barnards_0092.fit
92|59410.653017|51684.46252240459|222890.51274839733|26693.898902422487|681.0|210715B|./210715B/barnards/210715B_barnards_0093.fit
93|59410.6531143|52116.33378728354|222996.10646798587|26342.85432378782|681.0|210715B|./210715B/barnards/210715B_barnards_0094.fit
94|59410.6532115|52191.97408499825|222528.88404449477|26813.545343420003|681.0|210715B|./210715B/barnards/210715B_barnards_0095.fit
95|59410.6533087|51357.81968349853|223218.67097409203|25811.48863538989|680.0|210715B|./210715B/barnards/210715B_barnards_0096.fit
96|59410.653406|52045.04932597699|222736.58657163067|25742.0351145264|680.0|210715B|./210715B/barnards/210715B_barnards_0097.fit
97|59410.6535031|51514.182637048245|223185.05390962173|25814.026164140145|680.0|210715B|./210715B/barnards/210715B_barnards_0098.fit
98|59410.6536003|50996.78370050818|223074.77383467625|25553.405935767456|680.0|210715B|./210715B/barnards/210715B_barnards_0099.fit
99|59410.6536976|43192.89331746317|222802.1140335629|25214.434132616152|681.0|210715B|./210715B/barnards/210715B_barnards_0100.fit
100|59410.6537948|42511.36291374522|222809.6392397349|25494.29410294877|680.0|210715B|./210715B/barnards/210715B_barnards_0101.fit
101|59410.653892|42126.22457616718|222889.77122716408|25214.430103369523|680.0|210715B|./210715B/barnards/210715B_barnards_0102.fit
102|59410.6539893|41262.760056210245|222792.18370652953|25119.077218210005|680.0|210715B|./210715B/barnards/210715B_barnards_0103.fit
103|59410.6540865|42084.767341968545|222598.00657167094|25545.13069517142|680.0|210715B|./210715B/barnards/210715B_barnards_0104.fit
104|59410.6541837|43239.30418105883|222067.3957261776|26062.411170303152|679.0|210715B|./210715B/barnards/210715B_barnards_0105.fit
105|59410.6542809|42321.80266678729|222521.67551086348|25778.373511023237|679.0|210715B|./210715B/barnards/210715B_barnards_0106.fit
106|59410.6543782|43069.48505393043|222416.26799893018|25710.100634258153|679.0|210715B|./210715B/barnards/210715B_barnards_0107.fit
107|59410.6544754|44069.13747508131|222489.52599130175|25716.34675113039|679.0|210715B|./210715B/barnards/210715B_barnards_0108.fit
108|59410.6545725|43991.815141197905|222544.2306934072|25275.14257908633|679.0|210715B|./210715B/barnards/210715B_barnards_0109.fit
109|59410.6546698|45557.21644713817|222847.86182152625|25464.978476722026|679.0|210715B|./210715B/barnards/210715B_barnards_0110.fit
110|59410.654767|47079.10299332757|222426.79679951686|25920.36927303672|679.0|210715B|./210715B/barnards/210715B_barnards_0111.fit
111|59410.6548643|47352.14724645289|222564.58299890158|25811.305395457224|679.0|210715B|./210715B/barnards/210715B_barnards_0112.fit
112|59410.6549615|48178.95151524851|222542.68434614962|25354.542757927993|679.0|210715B|./210715B/barnards/210715B_barnards_0113.fit
113|59410.6550587|47949.68505963241|222222.04831100546|25796.44789809661|679.0|210715B|./210715B/barnards/210715B_barnards_0114.fit
114|59410.655156|48877.04469521763|221968.0172570519|26136.092915343557|679.0|210715B|./210715B/barnards/210715B_barnards_0115.fit
115|59410.6552531|49834.43214512942|222203.22002370033|25768.61246817565|678.0|210715B|./210715B/barnards/210715B_barnards_0116.fit
116|59410.6553504|50047.74250461353|221974.52507209446|26299.5575222467|678.0|210715B|./210715B/barnards/210715B_barnards_0117.fit
117|59410.6554476|50018.50880890869|222306.55784222105|25854.02842335269|679.0|210715B|./210715B/barnards/210715B_barnards_0118.fit
118|59410.6555448|50268.65125381021|222368.2450666718|26048.921279571776|678.0|210715B|./210715B/barnards/210715B_barnards_0119.fit
119|59410.655642|51136.28896982712|222066.42370249715|26350.99450220258|678.0|210715B|./210715B/barnards/210715B_barnards_0120.fit
120|59410.6557392|51096.73440122066|222370.24163257887|25869.215076169494|678.0|210715B|./210715B/barnards/210715B_barnards_0121.fit
121|59410.6558365|50678.14016944464|222003.25284799232|26117.572399449215|678.0|210715B|./210715B/barnards/210715B_barnards_0122.fit
122|59410.6559337|51347.2661721083|221824.06566871115|26571.540885277354|678.0|210715B|./210715B/barnards/210715B_barnards_0123.fit
123|59410.6560309|51376.01445985166|221944.3789290965|25962.674194396473|678.0|210715B|./210715B/barnards/210715B_barnards_0124.fit
124|59410.6561282|50971.56555629929|222202.1310644357|26279.113563009014|678.0|210715B|./210715B/barnards/210715B_barnards_0125.fit
125|59410.6562254|51285.29085447843|222100.3024712997|26175.69354833284|678.0|210715B|./210715B/barnards/210715B_barnards_0126.fit
126|59410.6563225|51656.89539795765|221686.63055520074|26504.043973511056|678.0|210715B|./210715B/barnards/210715B_barnards_0127.fit
127|59410.6564198|51094.231153867964|222170.25087946566|26260.979766001838|678.0|210715B|./210715B/barnards/210715B_barnards_0128.fit
128|59410.656517|51563.786095954856|222061.9201199003|26351.610115997115|678.0|210715B|./210715B/barnards/210715B_barnards_0129.fit
129|59410.6566142|51269.125490005245|222014.9596558616|26432.220292066748|678.0|210715B|./210715B/barnards/210715B_barnards_0130.fit
130|59410.6567115|51329.70841720185|222009.28196613924|25788.83829301034|677.0|210715B|./210715B/barnards/210715B_barnards_0131.fit
131|59410.6568087|51630.264016122645|222146.4496719994|26138.657876002166|677.0|210715B|./210715B/barnards/210715B_barnards_0132.fit
132|59410.6569059|51679.262281575444|221934.2528396794|26583.338465846056|677.0|210715B|./210715B/barnards/210715B_barnards_0133.fit
133|59410.6570031|51578.93588442425|221965.082551829|25958.92645291239|677.0|210715B|./210715B/barnards/210715B_barnards_0134.fit
134|59410.6571004|51505.82300830443|222102.5647063967|25299.939670447086|677.0|210715B|./210715B/barnards/210715B_barnards_0135.fit
135|59410.6571976|51597.959305614815|221583.25279180735|25998.553374527604|677.0|210715B|./210715B/barnards/210715B_barnards_0136.fit
136|59410.6572948|51059.57894427169|221724.3802475476|26134.627117402415|677.0|210715B|./210715B/barnards/210715B_barnards_0137.fit
137|59410.657392|51371.22077192235|221891.43721716016|26313.66309891318|677.0|210715B|./210715B/barnards/210715B_barnards_0138.fit
138|59410.6574892|51584.09170054979|221620.24475521586|26029.529709796276|677.0|210715B|./210715B/barnards/210715B_barnards_0139.fit
139|59410.6575865|51963.042063177854|221520.78576488065|26270.93984848197|677.0|210715B|./210715B/barnards/210715B_barnards_0140.fit
140|59410.6576837|51940.514316501096|221591.7163534299|25926.01353076921|677.0|210715B|./210715B/barnards/210715B_barnards_0141.fit
141|59410.6577809|51854.55150655532|221336.5604245539|26497.748722902237|676.0|210715B|./210715B/barnards/210715B_barnards_0142.fit
142|59410.6578782|51604.7886596809|221519.95590423382|26146.276509634423|676.0|210715B|./210715B/barnards/210715B_barnards_0143.fit
143|59410.6579754|51295.539500381215|221618.30758223054|26075.179242969898|676.0|210715B|./210715B/barnards/210715B_barnards_0144.fit
144|59410.6580726|51915.10866712089|221509.61741753967|26283.763696067123|676.0|210715B|./210715B/barnards/210715B_barnards_0145.fit
145|59410.6581698|51915.398031536315|221268.86973180587|26199.578601895046|676.0|210715B|./210715B/barnards/210715B_barnards_0146.fit
146|59410.6582671|51711.37843482138|221254.22324806527|26323.01296181348|676.0|210715B|./210715B/barnards/210715B_barnards_0147.fit
147|59410.6583642|51325.797731178376|221421.55283830254|25975.568788149656|676.0|210715B|./210715B/barnards/210715B_barnards_0148.fit
148|59410.6584615|51552.835247724084|221225.78014661488|26150.35423023568|676.0|210715B|./210715B/barnards/210715B_barnards_0149.fit
149|59410.6585587|51703.903556290694|221506.19282607475|26293.44618868074|676.0|210715B|./210715B/barnards/210715B_barnards_0150.fit
150|59410.6586559|51010.879476477014|221530.15724224327|26125.307611349388|676.0|210715B|./210715B/barnards/210715B_barnards_0151.fit
151|59410.6587531|50927.0881506326|221494.23705649664|25999.64927600883|676.0|210715B|./210715B/barnards/210715B_barnards_0152.fit
152|59410.6588504|52028.3094744001|221103.401881683|26391.514755088923|676.0|210715B|./210715B/barnards/210715B_barnards_0153.fit
153|59410.6589476|51384.92162970966|221213.36950317078|26515.112070660864|676.0|210715B|./210715B/barnards/210715B_barnards_0154.fit
154|59410.6590448|52237.139600350405|221156.76909522503|25498.28176935605|676.0|210715B|./210715B/barnards/210715B_barnards_0155.fit
155|59410.659142|51432.3050982444|220925.3175069035|26388.32477250049|675.0|210715B|./210715B/barnards/210715B_barnards_0156.fit
156|59410.6592392|51339.92849618217|221065.25737244674|25581.273554129904|675.0|210715B|./210715B/barnards/210715B_barnards_0157.fit
157|59410.6593365|51445.17181452844|221141.6067861902|26467.467836989585|675.0|210715B|./210715B/barnards/210715B_barnards_0158.fit
158|59410.6594337|51251.31782608063|221222.1918948382|25400.290267656965|675.0|210715B|./210715B/barnards/210715B_barnards_0159.fit
159|59410.6595309|51341.519051320385|220905.93216415006|25829.837350784568|675.0|210715B|./210715B/barnards/210715B_barnards_0160.fit
160|59410.6596282|51714.58109023003|220785.6619127912|25574.60584678102|675.0|210715B|./210715B/barnards/210715B_barnards_0161.fit
161|59410.6597254|52056.170698099944|220259.79846777895|26609.48298998043|674.0|210715B|./210715B/barnards/210715B_barnards_0162.fit
162|59410.6598226|51559.00258339115|220574.77530638198|26092.410449792515|674.0|210715B|./210715B/barnards/210715B_barnards_0163.fit
163|59410.6599198|51625.48457156919|220803.56549248862|25792.872105325514|674.0|210715B|./210715B/barnards/210715B_barnards_0164.fit
164|59410.6600171|51339.87097941275|220969.63496954698|25476.850117181108|674.0|210715B|./210715B/barnards/210715B_barnards_0165.fit
165|59410.6601142|51530.950001934834|220491.43102752307|25652.230418125226|674.0|210715B|./210715B/barnards/210715B_barnards_0166.fit
166|59410.6602115|51562.011524064816|220808.98324970348|25655.25976928172|674.0|210715B|./210715B/barnards/210715B_barnards_0167.fit
167|59410.6603087|51419.47247852135|220295.4850572215|26337.55264026113|674.0|210715B|./210715B/barnards/210715B_barnards_0168.fit
168|59410.6604059|51504.463730128424|220512.50700407638|26236.61914936782|674.0|210715B|./210715B/barnards/210715B_barnards_0169.fit
169|59410.6605031|51475.24714341987|220267.8101168882|25907.720378295984|674.0|210715B|./210715B/barnards/210715B_barnards_0170.fit
170|59410.6606004|51567.9915721679|220378.96046374593|25941.643559858872|674.0|210715B|./210715B/barnards/210715B_barnards_0171.fit
171|59410.6606976|51587.13051786178|220241.14107184534|26064.866443148378|674.0|210715B|./210715B/barnards/210715B_barnards_0172.fit
172|59410.6607948|50917.6547688914|220446.30591206672|25775.98167463168|674.0|210715B|./210715B/barnards/210715B_barnards_0173.fit
173|59410.660892|51698.594551354385|220322.43748254233|25530.45562588272|674.0|210715B|./210715B/barnards/210715B_barnards_0174.fit
174|59410.6609893|50983.31305219038|220628.0429328295|25629.244489144156|674.0|210715B|./210715B/barnards/210715B_barnards_0175.fit
175|59410.6610865|51126.36790634331|220619.07184157934|25167.044940636144|674.0|210715B|./210715B/barnards/210715B_barnards_0176.fit
176|59410.6611837|52079.925437259604|220313.56894641183|25645.487991562346|674.0|210715B|./210715B/barnards/210715B_barnards_0177.fit
177|59410.6612809|51194.01113089771|220517.05232259407|25547.559823116986|674.0|210715B|./210715B/barnards/210715B_barnards_0178.fit
178|59410.6613781|51080.529280101415|220239.73218536004|26205.167283051065|674.0|210715B|./210715B/barnards/210715B_barnards_0179.fit
179|59410.6614754|51130.10523472421|220065.81084998805|25445.40784363236|674.0|210715B|./210715B/barnards/210715B_barnards_0180.fit
180|59410.6615726|50517.76670548157|220897.64650312188|24908.61480426608|673.0|210715B|./210715B/barnards/210715B_barnards_0181.fit
181|59410.6616699|50594.747259946715|220123.93206850317|25318.258771649387|673.0|210715B|./210715B/barnards/210715B_barnards_0182.fit
182|59410.661767|50754.20993036471|220471.4620046489|25039.482560124045|673.0|210715B|./210715B/barnards/210715B_barnards_0183.fit
183|59410.6618642|51945.10134165769|219977.7912174199|25537.34914525115|673.0|210715B|./210715B/barnards/210715B_barnards_0184.fit
184|59410.6619615|50422.68353040752|220252.4454320137|25407.207003035175|673.0|210715B|./210715B/barnards/210715B_barnards_0185.fit
185|59410.6620587|51152.08784377217|220304.83696458754|25314.838675735722|673.0|210715B|./210715B/barnards/210715B_barnards_0186.fit
186|59410.6621559|51338.68119363865|219703.56840507226|24979.36658930822|672.0|210715B|./210715B/barnards/210715B_barnards_0187.fit
187|59410.6622531|50043.623403162346|219634.14783055265|25733.37550129232|672.0|210715B|./210715B/barnards/210715B_barnards_0188.fit
188|59410.6623504|50812.11896183941|219881.6119002183|25001.482224521023|672.0|210715B|./210715B/barnards/210715B_barnards_0189.fit
189|59410.6624476|50902.70967683985|219599.95512127198|25491.76333994069|672.0|210715B|./210715B/barnards/210715B_barnards_0190.fit
190|59410.6625448|50730.201519132825|219564.51499972714|24806.530567633745|672.0|210715B|./210715B/barnards/210715B_barnards_0191.fit
191|59410.662642|51263.84402000398|219657.82730095007|25109.82296719597|672.0|210715B|./210715B/barnards/210715B_barnards_0192.fit
192|59410.6627393|50606.84446958528|219261.18120285845|25563.26572300133|671.0|210715B|./210715B/barnards/210715B_barnards_0193.fit
193|59410.6628365|50588.93173849452|219631.10082461374|24501.1657883538|671.0|210715B|./210715B/barnards/210715B_barnards_0194.fit
194|59410.6629337|50680.50996200592|219519.7405994887|25338.330117538862|671.0|210715B|./210715B/barnards/210715B_barnards_0195.fit
195|59410.6630309|50820.61578105285|219852.89793956745|24427.58941267256|671.0|210715B|./210715B/barnards/210715B_barnards_0196.fit
196|59410.6631281|50874.477881072526|219534.66213836675|25024.517581707623|671.0|210715B|./210715B/barnards/210715B_barnards_0197.fit
197|59410.6632254|50491.97125447955|219621.2199647886|24836.313488575513|671.0|210715B|./210715B/barnards/210715B_barnards_0198.fit
198|59410.6633226|50300.26022474721|219255.29740755822|25188.110034493933|671.0|210715B|./210715B/barnards/210715B_barnards_0199.fit
199|59410.6634198|51604.548137686856|219056.48410986253|26323.019435777795|671.0|210715B|./210715B/barnards/210715B_barnards_0200.fit
200|59410.663517|50935.129853201564|219350.2671150436|26142.82446281219|671.0|210715B|./210715B/barnards/210715B_barnards_0201.fit
201|59410.6636143|51138.074310969154|219130.21611366904|25674.956629976397|670.0|210715B|./210715B/barnards/210715B_barnards_0202.fit
202|59410.6637115|51177.32813837158|219144.06607410335|25702.08045387882|670.0|210715B|./210715B/barnards/210715B_barnards_0203.fit
203|59410.6638087|50842.88167196489|218779.73247588746|26486.092717262974|670.0|210715B|./210715B/barnards/210715B_barnards_0204.fit
204|59410.6639059|50738.67876650457|219026.02240582817|26240.95351233025|670.0|210715B|./210715B/barnards/210715B_barnards_0205.fit
205|59410.6640031|50804.98175842271|219223.19896933853|26006.289893754118|670.0|210715B|./210715B/barnards/210715B_barnards_0206.fit
206|59410.6641004|51158.031746134744|218891.72480739816|26373.757351759414|670.0|210715B|./210715B/barnards/210715B_barnards_0207.fit
207|59410.6641976|50480.39447761187|219281.07846236322|25453.45827532577|670.0|210715B|./210715B/barnards/210715B_barnards_0208.fit
208|59410.6642948|50652.280452484905|219244.8921497836|25892.145466262707|670.0|210715B|./210715B/barnards/210715B_barnards_0209.fit
209|59410.6643921|50893.6531238085|218937.1892227204|26295.78232647272|670.0|210715B|./210715B/barnards/210715B_barnards_0210.fit
210|59410.6644893|50874.0562768564|219155.69548467518|26313.940141044935|670.0|210715B|./210715B/barnards/210715B_barnards_0211.fit
211|59410.6645865|50993.0220171758|218945.1192189923|26136.067550266336|670.0|210715B|./210715B/barnards/210715B_barnards_0212.fit
212|59410.6646837|50763.951377183665|219059.56084521487|25933.795094127272|669.0|210715B|./210715B/barnards/210715B_barnards_0213.fit
213|59410.664781|51342.32340072363|218689.4861487085|26567.863088439044|669.0|210715B|./210715B/barnards/210715B_barnards_0214.fit
214|59410.6648781|51102.17331307233|218654.81623610508|26131.66829988043|669.0|210715B|./210715B/barnards/210715B_barnards_0215.fit
215|59410.6649753|50591.35488490766|219139.24665101297|25361.548230474553|669.0|210715B|./210715B/barnards/210715B_barnards_0216.fit
216|59410.6650726|51545.70741159312|218523.5826960337|26200.626545668027|669.0|210715B|./210715B/barnards/210715B_barnards_0217.fit
